Domain,下一步,操作入口,获取方式,处理结果,已确认事实,缺失事实,证据URL,证据日期,外链形式,DR,成功项目数
takes.homes,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://takes.homes/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
takes.sbs,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://takes.sbs/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
tchepai.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://tchepai.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
techmeme.com,人工确认：发布后是否真的会留下外链,https://techmeme.com/lb,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://techmeme.com/r2/www.zoho.com_blog-OOqiKhIh-_inf_.htm,2026-09-02,,,
theaiway.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://theaiway.net/product-submit/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
thecfoclub.com,人工确认：样例页抓取失败（403 HTTP 403），当前无法验证 rel,https://thecfoclub.com/write-for-us/,免费,待确认,,样例页抓取失败（403 HTTP 403），当前无法验证 rel,https://thecfoclub.com/tools/best-accounting-software/,2026-09-02,,,
thedatascientist.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://thedatascientist.com/submit-your-content-and-get-auto-published/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
theoverspill.blog,人工确认：找一条用户产出的链接看它的 rel,https://theoverspill.blog/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 43 条 / Nofollow 2 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://theoverspill.blog/2026/09/01/data-centre-opposition-america-start-up-2731/,2026-09-02,,,
theseaitools.com,人工确认：找一条用户产出的链接看它的 rel,https://theseaitools.com/tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 4 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://theseaitools.com/tools/chatgpt-openai,2026-09-02,,,
thetabaco.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://thetabaco.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
thezenweb.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://thezenweb.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
thrivexdna.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://thrivexdna.com/claim-listing,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
tianzhixia.online,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://tianzhixia.online/add,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
timesla.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.timesla.com/guest-posting-the-strategic-approach-to-amplify-your-online-presence/,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
tinyblogging.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://tinyblogging.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
tinystartups.com,人工确认：找一条用户产出的链接看它的 rel,https://www.tinystartups.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 26 条 / Nofollow 6 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.tinystartups.com/collections/email-newsletter-platforms,2026-09-02,,,
tipseason.com,人工确认：发布后是否真的会留下外链,https://www.tipseason.com/ai-tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://www.tipseason.com/tools/nano-banana-prompt-generator,2026-09-02,,,
tlinks.run,人工确认：当前页面全部重定向到站外，未取得属于该域名的入口页,,不确定,待确认,,当前页面全部重定向到站外，未取得属于该域名的入口页,,2026-09-02,,,
toolbrix.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://toolbrix.com/faq/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
toolcrush.io,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://toolcrush.io/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
toolfi.ai,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.toolfi.ai/submit-tool,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
toolradar.com,人工确认：发布后是否真的会留下外链,https://toolradar.com/tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://toolradar.com/tools/notebooklm/reviews,2026-09-02,,,
topbillion.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.topbillion.net/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
toplist.co.in,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.toplist.co.in/add-link/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
trangmeovat.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://trangmeovat.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
trsiteler.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://trsiteler.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
trylaunch.ai,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://trylaunch.ai/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
tscrq1.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://tscrq1.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ttjxjih.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ttjxjih.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
twelve.tools,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://twelve.tools/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
u-town.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://u-town.com/collins/?author=1,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ueid15jwhc4.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ueid15jwhc4.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ueid15jwhc5.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ueid15jwhc5.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ueid15jwhc6.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ueid15jwhc6.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ueid15jwhc7.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ueid15jwhc7.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ueid15jwhc8.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ueid15jwhc8.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ueid15jwhc9.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ueid15jwhc9.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi11.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi11.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi12.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi12.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi13.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi13.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi16.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi16.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi18.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi18.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi2.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi2.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi4.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi4.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerfyi8.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerfyi8.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uerredq.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uerredq.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uferqeh.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uferqeh.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uik888wt11.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uik888wt11.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uik888wt12.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uik888wt12.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uik888wt15.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uik888wt15.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uik888wt4.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uik888wt4.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uik888wt5.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uik888wt5.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uik888wt6.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uik888wt6.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uik888wt9.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uik888wt9.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
undetectai.me,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://undetectai.me/addepto/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uneed.best,人工确认：找一条用户产出的链接看它的 rel,https://www.uneed.best/submit-a-tool,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 4 条 / Nofollow 11 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.uneed.best/tool/notify-domains,2026-09-02,,,
unyly.org,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://unyly.org/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
usersrating.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://usersrating.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ustack.app,人工确认：找一条用户产出的链接看它的 rel,https://ustack.app/blogs,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 1 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://ustack.app/products/particle-studio,2026-09-02,,,
uucec.org,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uucec.org/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt1.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt1.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt16.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt16.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt17.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt17.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt2.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt2.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt3.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt3.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt4.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt4.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt5.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt5.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt6.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt6.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt7.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt7.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uupk888wt9.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://uupk888wt9.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
uzu.net,人工确认：找一条用户产出的链接看它的 rel,https://www.uzu.net/contribute,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 21 条 / Nofollow 15 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.uzu.net/favorites/ai-writing-tools,2026-09-02,,,
v5xr4x.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://v5xr4x.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
venturecapitaltracker.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://venturecapitaltracker.com/directory,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
verygoodalternatives.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://verygoodalternatives.com/mediavine,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
vho276.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://vho276.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
vibe-coding.cloud,人工确认：找一条用户产出的链接看它的 rel,https://www.vibe-coding.cloud/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 6 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.vibe-coding.cloud/tools/lumi-new,2026-09-02,,,
vibe-coding.uk,人工确认：当前页面全部重定向到站外，未取得属于该域名的入口页,,不确定,待确认,,当前页面全部重定向到站外，未取得属于该域名的入口页,,2026-09-02,,,
vjfhyq.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://vjfhyq.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
vtfedpv.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://vtfedpv.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
vtjv7i.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://vtjv7i.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
w2fo5x.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://w2fo5x.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wahi.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wahi.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wants.cfd,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wants.cfd/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wayfindio.com,人工确认：找一条用户产出的链接看它的 rel,https://wayfindio.com/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 1 条 / Nofollow 3 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://wayfindio.com/product/xoso66-683,2026-09-02,,,
wayranks.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wayranks.com/guest-post-add-my-site/,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
we0.ai,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://we0.ai/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
web-tau-bice-50.vercel.app,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://web-tau-bice-50.vercel.app/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
webdesignbelgique.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.webdesignbelgique.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
webdesigntrends.io,人工确认：找一条用户产出的链接看它的 rel,https://www.webdesigntrends.io/submit-link/,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 7 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.webdesigntrends.io/webdesigntools/design-tool-3d-web-experiences/,2026-09-02,,,
websitesea.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://websitesea.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
websurl.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.websurl.com/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
webtoolsweekly.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://webtoolsweekly.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wegetaroundnetwork.com,人工确认：找一条用户产出的链接看它的 rel,https://www.wegetaroundnetwork.com:443/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 167 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.wegetaroundnetwork.com:443/profile/TomSparks,2026-09-02,,,
whgtsed.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://whgtsed.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wooindex.cn,人工确认：找一条用户产出的链接看它的 rel,https://wooindex.cn/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 2 条 / Nofollow 21 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://wooindex.cn/tool-category/ai-design,2026-09-02,,,
wordsearchmaker.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wordsearchmaker.net/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
worldbusinesspromote.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://worldbusinesspromote.com/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
writingmate.ai,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://writingmate.ai/blog,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wtraffic.org,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wtraffic.org/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wutswiu.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wutswiu.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wvhhihu.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.wvhhihu.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wwwttt888t9.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wwwttt888t9.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wxdh.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wxdh.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
wzurl.cn,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://wzurl.cn/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
xadverts.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://xadverts.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
xitgsju.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://xitgsju.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
xiuxiu.com,人工确认：样例页抓取失败（0 URLError: <urlopen error _ssl.c:1063: Th），当前无法验证 rel,https://www.xiuxiu.com/submit,不确定,待确认,,样例页抓取失败（0 URLError: <urlopen error _ssl.c:1063: Th），当前无法验证 rel,https://www.xiuxiu.com/Index/news,2026-09-02,,,
xpicture.ai,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://xpicture.ai/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
y0.gs,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://y0.gs/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yb0hgm.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yb0hgm.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yiducn.com,人工确认：找一条用户产出的链接看它的 rel,https://www.yiducn.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 3 条 / Nofollow 23 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.yiducn.com/tool-category/aisj,2026-09-02,,,
yuk888ge16.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuk888ge16.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuk888ge9.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuk888ge9.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yus83k.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yus83k.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuu.is,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuu.is/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge13.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge13.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge14.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge14.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge15.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge15.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge2.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge2.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge20.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge20.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge29.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge29.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge5.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge5.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge6.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge6.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yuuk888ge7.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yuuk888ge7.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yvugfrd.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yvugfrd.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ywvhvug.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ywvhvug.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
yzewa.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://yzewa.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
zacinamsai.cz,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://zacinamsai.cz/tools,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
zdtm3j.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://zdtm3j.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
zekaiwork.com,人工确认：找一条用户产出的链接看它的 rel,https://zekaiwork.com/submit/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 9 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://zekaiwork.com/professions/ai-accounting-bookkeeping-tax/,2026-09-02,,,
zhidh.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://zhidh.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
zhizengzeng.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://zhizengzeng.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
